,name_and_description,conservative
319,🇨🇦 ❤ 🇺🇸 ❤ 🌎 🌍 🌏  Am Tommy Robinson Am Alex Jones Restore We The People in every Country 99 💪 💪 💪 👌 ❤ 🍁 🍀 🍾 🌎 🌏 🌍 🌅 ⛏ 💡 ☮ ☯ ️ 🇨🇦 💪 🆓 ️ ☮ ❤,1.0
320,The most importnt things we should all talk about is religion politics Give to caesar what belongs to caesar give God what belongs God Viva Christo Rey,1.0
321,Slave to no one Farmer Fmr Business owner Fmr horse owner trainer animal lover 🚫 Not looking to meet anyone 🚫 WWG1WGA MAGA,1.0
322,like witty comments political cartoons jokes Conservative MAGA supporter Believe successful business ppl needed in Congress to support Trump,1.0
323,hillbilly MAGA patriot 🇺🇸 🇺🇸 🇺🇸 here to support my President not lookin for date sorry ladies IFB patriots KAG,1.0
324,Cult 45 God Bless The USA MAGA John 16 Chronicles 14 No lists no porn Trump Train all the way 🚂,1.0
325,✨ ✨ 🎉 🇺🇸 🇺🇸 🇺🇸 🎉  ⚔ ️ WWG1WGA 🛡,1.0
326,🚨 There is GLOBAL CRISIS of CHILD SEXUAL ABUSE 🚨 PRAY ✝ ️ JESUS is LORD 🙏 🏽Saints of Trafficking Victims Intercede Anon Digital Soldier Pray To End Pedogate,1.0
327,Trump 2020 NRA wwg 1wga KAG ⚓ Veteran is wife 💝 Patriots Caligirl born and raised Dems ruined state vote them out make it Red Awoke Ready 🚫 DM,1.0
328,,1.0
329,In the Light,1.0
330,,1.0
331,🇺🇸  On the Trump Train and loving the ride Another win in 2020 Trump 2020 Landslide MAGA Supporting the Best President Donald Trump,1.0
332,USA citizen,1.0
333,Proud Grandma Love Jesus my country my husband children and grands daily seeking to hear and walk in God is will for my life,1.0
334,USA is the greatest country in the world The US has done more in 200 years than the rest of the world since the beginning of time,1.0
335,Veteran Proud American Army WWG1WGA Great Awakening Christian NRA Pro 2A Pro Life Jesus Saves All KAGA2020 Red Pill Digital Army Parler realJoeSosaJr,1.0
336,Co Fe Fe TRUMP DEPLORABLE Italian English mongrel BSc chemistry fitness instructor 🇺🇲 🇺🇲 🇺🇲 🇺🇲,1.0
337,⭐ ️ ⭐ ️ ⭐ ️  Conservatives need to get the word out there to everyone or before we know it we will all be living the Islamic way,1.0
338,🌟 🌟 🌟  MAGA All in on the RIGHT side bigly 100 Blocking IDIOTS on the LEFT,1.0
339,MAGA KAG CCOT Follow all MAGA KAG 🐶 Tell your dog said Hi 🐶 TRUMP PENCE 2020 NO DMs wife mother grandmother the2nd protects the 1st 🇺🇸,1.0
340,Wordslinger Catherd Man about town,1.0
341,⭐ ️ ⭐ ️ ⭐ ️  Blue Star Mom of an 82nd Airborne Soldier 🇺🇸 believer Prayer Warrior Feisty 🇵🇷 Latina LOVE my country maga WWG1WGA prolife,1.0
342,,1.0
343,Retired lady mother of four grandmother of seven PRO LIFE PRO AMERICA PRO TRUMP CHRISTIAN CONSERVATIVE WRITER SINGER FORGIVER LOVER PEACEMAKER,1.0
344,Retired Chemist Married daughters grdchildren Love mycountry Child of Air Force Vets MAGA Patriot Conservative NRA WWG1WGA,1.0
345,🌑 🌕  God 1st Jesus is my savior Sowing the truth and weeding the lies Shining light in the dark as an instrument of God qarmy greatawakening kag trump 2020,1.0
346,philosophy extra terrestrial research politics investing preparedness survival conspiracy theories art ancient wisdom,1.0
347,Colonel Doctor Erbilite Followed by Grace reallygraceful,1.0
348,Never give up fight for your last breath Regret nothing,1.0
349,Christian wife mom and Gigi Retired RN Enjoying grandkids some traveling and TV MAGA The Walking Dead Anon WWG1WGA,1.0
350,,1.0
351,,1.0
352,,1.0
353,Being Anti Trump Means Never Having to Say You Are Sorry huge Trump supporter MAGA all the way,1.0
354,Happily married,1.0
355,Teen Disney actress in Los Angeles,0.0
356,Christian conservative pro life Texan living in California,1.0
357,,1.0
358,Jesus is Lord CCOT MAGA NRA Prayer Warrior Heaven has wall extreme vetting There is no racists in MAGA Abortionis Murder,1.0
359,America Life Liberty the Pursuit of happiness Let FREEDOM ring Support TRUMP 100P 2A WWG1 WGA Get sleeper cells out of the gov out the country,1.0
360,,1.0
361,Hooligan Aspiring Writer Artist and Cook Not trying to get famous just trying to get known,1.0
362,,1.0
363,,1.0
364,Retired veteran married and conservative Christian God Country and Family Disabled living with IBM,1.0
365,💎  Christian Conservative Constitution Nationalist terazinamae makes me better man MAGA 2A NRA covfefe Choose Life Go Army retweeter carnivore,1.0
366,🏖  The pressure you feel in your head is me using The Force MAGA 🇺🇸 KAG 2A Jesus Saves Hunting Fishing Family Ephesians 612 Parler Tonywebb62,1.0
367,So over politically correct indoctrinated drones Hate the white anti white idiots and hypocritical feminazis Time to fight back,1.0
368,Married loves God family and the USA,1.0
369,🥂 🥂 ⭐ ️ ⭐ ️ ⭐ ️  DAR NRA 2A Justice4Extortion17BENGHAZI FTWR America First 👍 Blue Planet In Green Shackles CivilSociety2 0IsCommunism Love It Or Leave It 1A Step Off Ps63 👌,1.0
370,Christian educator retired married to Stefanie four children six grandchildren Author Teaching Children to Value Principles knepper,1.0
371,❌ ❌  The Truth is Out There ✨ 🇺🇸 DJT BEST PRESIDENT EVER 🇺🇸 MAGA KAG BTB CODEOFVETS FREEJULIAN FREETOMMY 🇺🇸 🇬🇧 🇺🇸 🇬🇧 🇺🇸 🇬🇧,1.0
372,Christian Pro Life Original Constitutionalist Sinner redeemed Stand With Israel Ephesians Six Twelve,1.0
373,🌺 ❤ 🇺🇸 🇺🇸 🇺🇸 ❤  🇺🇸 MAGA GIRL 🌟 ARMY 🇺🇸 Proud Mom Of Sons NavyPilot ⚓ Seal ⚓ FB ScottBaio 🇺🇸 WWG1WGA 🌟 Cult45 🌟 🇺🇸 💊 🇺🇸 MOLON LABE 🇺🇸,1.0
374,Peaceful son of warrior,1.0
375,Married to wonderful man for 38 years We have two beautiful sons and daughters in law and two amazing Grandchildren with another one on the way,1.0
376,Christian Mom Married Conservative ProLife Proudly support President Trump Completely DEPLORABLE 😎 🇺🇸 Love our military and Vets 🇺🇸 🇺🇸 🇺🇸 MAGA,1.0
377,American Patriot 20 year retired US Army veteran Love my country Supporter of our Constitution Animal lover Republican and true Conservative MAGA KAG,1.0
378,❤ ️ 🇺🇸 💙 🙏 ✝ ️ ✝ ️ ✡ ️ ✡ ️ WWG1WGA  ❤ ️ 🇺🇸 💙 🙏 🏼 🙏 🏼 🙏 🏼 voteforourfreedoms 2020 maga 2020 ✝ ️ ✝ ️ ✝ ️ ✡ ️ ✡ ️ ✡ ️,1.0
379,Radio is my WORLD Music Editor Creative Writer Producer Director Entertainment Reporter Entrepreneur,1.0
380,🇺🇸 ⭐ ⭐ ⭐ ❌  🇺🇸 👩 ‍ 👧 ‍ 👦 LOVE MY PRESIDENT 🇺🇸 💪 ❌ Censored ❌ fb GeorgePapa19 🚩 fb ALL Patriots Pro Life KAG WWG1WGA MAGA FOR GOD COUNTRY HUMANITY 🙏,1.0
381,Follower of Christ JESUS Justice Crusader,1.0
382,🌟 🌟 🌟  cult 45 supporting our strong and courageous Police and Military American Patriot Forgiven sinner,1.0
383,🇺🇸 🇺🇸 🇺🇸  Mom Wife Believer Trump Supporter MAGA KAG TRUMP2020 WWG1WGA QANON 🇺🇸 Deuteronomy 31 🚨 🚨 NO DMs 🚨 🚨,1.0
384,In pursuit of truth Christian Love Jesus What an amazing time to be alive,1.0
385,Christian saved by God is grace Mom of teens Wife Conservative Nats fan,1.0
386,Bitter Clinger Christian Independent Conservative 🚂 🚃 🚃 Trump Train 🇺🇸 MAGA Prolife 🇺🇸 Buildthewall Cruz Crew 🇺🇸 NRA Trump 2020 󾓦 Israel 🇺🇸 KAG,1.0
387,Christian conservative single love my Lord and Savior Jesus Christ 🙏 🙏 ✝ ️ my President and my country 🇺🇸,1.0
388,🇺🇸 ⭐ ️ ⭐ ️ ⭐ ️,1.0
389,,1.0
390,,1.0
391,TRUMP 2020 ❤ ️ You are given this opportunity in time to be My warriors in prayer and of Truth Fulfill your mission Jesus,1.0
392,christian canadian conservative retired farmer proud grandma,1.0
393,Blue pill or red pill have taken the red pill,1.0
394,,1.0
395,Love my husband FAMILY ❤ ️ People ✝ ️ Jesus Elvis 🕺 🏻MAMA BEAR ♦ ️ TRUMP SUPPORTER 🇺🇸 ⭐ ️ PROUD ARMY MOM Pro Life ♦ ️ America First 🏆 🗽 🇺🇸 Texan 🇨🇱,1.0
396,,1.0
397,Jesus First then family and MAGA,1.0
398,,1.0
399,publicist principal founder of twopr John 13 35,1.0
400,This is the verdict Light has come into the world but people loved darkness instead of light because their deeds were evil John 19,1.0
401,,1.0
402,Independent Filmmaker by day DJ Producer by NIGHT Conspiracy Realist Truth Not Fiction GOD1st AMEN YouTube RED PILL AWAKENED HEAVENS FREQUENCY ✊ 🇺🇲 🇵🇭 🇨🇦 🇷🇺,1.0
403,CHRISTIAN American Polish 💝 horses apple farm GOD and his angels SAVING 🌎 👼 NO chemtrails 👍 WWG1WGA ZA NASZA WASZA WOLNOSC 💟,1.0
404,,1.0
405,🇺🇸 🇺🇸  God Country Corps USMC Patriots Unite MAGA KAG Proud member of team Deplorable Smelly Impeached,1.0
406,,1.0
407,Usually when examine situation prefer the latin phrase cui bono Who benefits This life is spiritual battle MT House District,1.0
408,🙏 ABBA Gail Shalom ⭐ ️ ⭐ ️ ⭐ ️  ChildOfTheOneTrue 🕎 King WIFE 🇺🇸 17YrBlueStarMom ConstitutionalConservative Yeshua TRUTH Jer 31 31 🙏 🏽 Shalom Shalom 1A 2A MAGA KAG WWG1WGA 2020,1.0
409,Wife and mother Loves all animals am big Trump supporter and fan Please do not email only do tweets,1.0
410,Conservative Married God Family Constitution Freedom New York Yankees White Castle MAGA KAG 2A Military blocked by JohnCusack Followed by GenFlynn,1.0
411,,1.0
412,love the truth even though it hurts Just trying to combat lies halftruths and distortions told by the alternative universe,1.0
413,,1.0
414,,1.0
415,MAGA Qarmy FOLLOW SHARE SUBSCRIBE follow back Watch on Youtube,1.0
416,,1.0
417,⭐ ️ ⭐ ️ ⭐ ️ 🇺🇸  was born Magnificent am aware of the Magnetic Field hold the Engine of Lightworker am systems buster Awake When We Are One We Are Done,1.0
418,,1.0
419,🌉  🇨🇦 🌉 🇺🇸 💡 🏠 WE HAVE THE GOLD so you might want to Trust The Plan and invest in Kinesis the new GOLD backed future monetary system did Referral Link Below,1.0
420,patriot of America from Viking descent Happily Married NO direct messages TY,1.0
421,Digital Soldier Anon KAG MAGA,1.0
422,am just here for all the informative threads 👀 No or drama ‼,1.0
423,♻ ️ 🇺🇸 🔫 maga ♻ ️  Pro rights life 1a 2a animal welfare Freetrade Anti fakenews racketeers rabid animal rights actvists nonthinkers,1.0
424,🕊 ✨ 🇺🇸 ⭐ ️ ⭐ ️ ⭐ ️  Eph 11 12 ✨ KJV ONLY ✝ ️ 🇺🇸 KAG 2A Constitution Rule Of Law TheWall Voter ID 🇺🇸 🇺🇸 🙏 Ps 91 KJV 45 Trump 2020 Nationalist LE Os WWG1WGA WakeUpDemocrats,1.0
425,Lover of God my family Trump QAnon and my destiny of being modern day Deborah TRUST THE PLAN ChristinIsMomTo2,1.0
426,There is no political solution to spiritual problem JESUS IS THE WAY TRUTH LIFE Everything in this world is based on deception WAKE UP,1.0
427,Spirit filled Messianic Christian apolitical free thinker,1.0
428,Conservative commentary based on American politics news and social issues,1.0
429,,1.0
430,Bondservant of Father God Almighty and the LORD JESUS YESHUA Warrior of the Most High God Ephesians 10 18A,1.0
431,🥍  Thank You Vets 🇺🇸 09 11 2012 09 11 2001 12 07 1941 07 04 1776,1.0
432,Live for Jesus My Savior My Friend Love My Family My Country Love My President KAG,1.0
433,Keeping it REAL,0.0
434,100 bible believing Christian love the truth of the Bible and love helping others love my wonderful wife and my country will stand for THE TRUTH,1.0
435,Author Lady In Waiting For The Promises Of God Christian Trump supporter Anon MAGA KAG Trump 2020,1.0
436,❌ ❌  🌻 🌻 🌻 🌻 🌻 ✝ ️ 🇺🇸,1.0
437,✝ ️ ❤ ️ 🇺🇸 MAGA KAG  GOD is in Control Believe it 🙌 Love my JESUS and HE REALLY LOVES YOU ❤ Thankful for my Husband Family 🥰 TRUMP 2020 🇺🇸 ❤,1.0
438,MAGA GIRL Master Stylist,1.0
439,🇺🇸 Patriot 👉 Child of God 🌺 My Family Is My Life 👨 ‍ 👩 ‍ 👧 Creating Better Tomorrow 💯 Positive Mindset ♥ ️ The Plan Of Salvation 🔥 God bless America,1.0
440,,1.0
441,⭐ ️ ⭐ ️ ⭐ ️  Welsh Celt living in Oz Uncovering our True History Swallowed the red pill to waken the rest of humanity resistance,1.0
442,Worshipper Mom Daughter Friend livinghappy,1.0
443,🇺🇸  will say of the Lord He is my refuge and my fortress My God in Him will trust Psalm 91,1.0
444,am daughter of the Almighty God love Him with my whole heart LOVE 💕 our country and POTUS MAGA 🇺🇸 💖 ✝ ️ 🙏 😇,1.0
445,⭐ ⭐ ⭐  Proud Pennsylvania Deplorable Unredeemable Trump Supporter Proudly blocked by Meghan McStain Philippe Reines,1.0
446,Thanking God Hillary is not my president Father give my president the courage wisdom strength to lead my country protect him his family and team,1.0
447,🥃 🦌 🍒  Christian ▪ Conservative ▪ Husband ▪ Father ▪ Air Commando 🇺🇸 ▪ Biker ▪ Black Mexican ▪ 100 MAGA ▪ Ephesians 17 ▪ Ditch the Melusine ▪ blackriflecoffee,1.0
448,🌟 🌟 🌟,1.0
449,Christian mother patriot Proud supporter of our POTUS Trump 2020 MAGA KAG,1.0
450,God loving conservative wife of Air Force soldier retired LEO and momma of Light is good from whatever lamp it shines Unknown,1.0
451,Follower of Jesus Optimist truth seeker wife mother grandma lover of God,1.0
452,Christian wife mother and artist living in northwest Ohio,1.0
453,,1.0
454,Follower of Jesus Christ Trump supporter Realtor for 26 years NRA Member,1.0
455,prayingforourpresident Christ follower wife mom patriot follower WWG1WGA Anon,1.0
456,,1.0
457,Patriot personal liberty read it all Qsentme,1.0
458,KAG American WWG1WGA MAGA,1.0
459,love Jesus cats all animals MAGA ex law enforecement nurse love coffee ☕,1.0
460,MAGA Trumptrain NRA Trump supporter since day Bluelivesmatter 30A Israel Indian Motorcycles Aston Mart í Commercial Real Estate Broker,1.0
461,grandma Real history buff WWG1WGA MAGA KAG retired No dating NO DMs Daughter of God Truth Justice marijuana reform medical recreational,1.0
462,,1.0
463,MAGA 🇺🇸 Mom Avid Animal 🐕 🐱 Advocate Love Jesus Family Friends My Country Not interested in dating Proud to be followed by General Flynn GenFlynn 🇺🇸,1.0
464,,1.0
465,Silence in the face of evil is itself evil God will not hold us guiltless Not to speak is to speak Not to act is to act ― Dietrich Bonhoeffer,1.0
466,,1.0
467,,1.0
468,⭐ ️ ⭐ ️ ⭐ ️  Anon Patriot MAGA WWG1WGA,1.0
469,Prayer is NOT weapon Prayer is NOT piece of the armor PRAYER IS THE WAR ITSELF 🇺🇸 MAGA 🇺🇸 USA 🇺🇸,1.0
470,,1.0
471,⭐ ️ ⭐ ️ ⭐ ️  33yrs Pathology Retired Army Mom x2 🇺🇸 ❤ ️ 🇺🇸 who loves the USA ❤ ️ ❤ ️ Jesus ✝ ️ WWG1WGA Anon MAGA,1.0
472,Writer futurist love music sailing Author Shadow of Light Chapter Six MAGA Anon BEST POTUS realDonaldTrump Internet Bill Of Rights 5G Kills,1.0
473,,1.0
474,Boycott Hollywood 91  Jesus family work STRONGER Female 28 Basque decent FYI cuss WWG1WGA Anti MAP,1.0
475,Let all that you do be done in Love COR 16 14 💕,1.0
476,Not my 1st tweedeo WWG1WWA ECKLESSIA RISING Codeof Vets Vets 4CR TYGOD,1.0
477,⭐ ️ ⭐ ️ ⭐ ️,1.0
478,🇺🇸 🎧  Nationally syndicated Christian broadcaster author speaker Waking Up The Masses for 15 yrs MAGA,1.0
479,Born Melbourne Deplorable White Christian Hetro Male The Science is Settled resistclimatescam RESIS Tthe Left Scammers Fake Accounts will be Blocked,1.0
480,Redhead Realist Rocker Ridiculous Shenanigator Fashionator Rants raves and rebel yells from the Right,1.0
481,🍓  Just home cook 👩 ‍ 🍳 ⚖ ️ ☦ ️ love my family friends animals cycling cooking art epic music beauty ♥ ️ dissidents 🇺🇸 🏴 󠁧 󠁢 󠁥 󠁮 󠁧 󠁿 🇮🇪 🇳🇴,1.0
482,,1.0
483,,1.0
484,am rebel,0.0
485,Believe in Principles not Left or Right Free Assange Project Veritas Walk Away No to the NIRP Cash Ban War On Cash Bailin and Bailin Law,1.0
486,☔  Ned Kelly was gentleman compared to the likes of some,1.0
487,see dumb people They do not know they are dumb,1.0
488,Love my family pets my Ford MK1 Escort mother nature Interested in Motorsport fishing music history science art etc etc Nationalist Folkish,1.0
489,Made in the USA,1.0
490,Just pointing out the hypocrisy in the liberal media,1.0
491,🍻  Extortion 17 Benghazi Make Difference to Me My Community Veteran 🇺🇸 Brexit 🇬🇧 TNR backtheblue MAGA KAG Standwith Israel 🚫 Trains,1.0
492,My sense of humor is my sanity WWG1WGA,1.0
493,🇺🇸 🇺🇸 🇺🇸 💯  Happily married since 1972 Love our country and our President Proud 4X granddaughter of Valent í Gómez Far í as past President of Mexico,1.0
494,wretched sinner saved by God is grace Husband Father Techie Blogger Lover of DIY,1.0
495,Trainer at F45 Training Bundaberg,1.0
496,WEXIT 🍺 🍁  Ex Sgt Cdn Mil Pro Life CCFR Member Conservative Climate Change is hoax Trudeau must be investigated ❤ WESTERN Oil and Gas,1.0
497,,1.0
498,Acquainted with air speed velocity of laden swallow European AND African ● ● NRA LifeMember Goldwater Conservative Pro Life Libertarian,1.0
499,YUNHO gay fucking rights bitch fan acct,0.0
500,🌟  Gaga 💋 Joaqu í Bondoni ☀ ️ Sadness should not be this real my geme myloveparamour 🖤 ••••• 💕 Comparto mi única neurona con xBreakHead1 💜,0.0
501,no money no family 23 in the middle of manny,0.0
502,🇺🇸 TRUMP 2020 🇺🇸 Tired of TRAITOROUS TREASONOUS Left MSM DS Corruption THINK FOR YOURSELVES,1.0
503,,0.0
504,🐅  🏴 󠁧 󠁢 󠁥 󠁮 󠁧 󠁿 🇨🇩,0.0
505,,1.0
506,March Life NY 2017 march4lifeny radio PRO LIFE,1.0
